source,model_tag,stage,productivity,dropout,n
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.79508608903893,0.971016873202573,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.865204980456177,0.9716099926047698,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,14.935323871873422,0.9721913218438405,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.005442763290668,0.9727610811848608,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.075561654707915,0.9733194873511928,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.145680546125162,0.9738667535575821,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.215799437542406,0.9744030895440412,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.285918328959653,0.9749287016104554,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.3560372203769,0.9754437926518482,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.426156111794146,0.9759485621942473,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.496275003211391,0.9764432064310961,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.566393894628638,0.9769279182601515,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.636512786045884,0.9774028873208228,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.706631677463129,0.9778683000318938,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.776750568880376,0.9783243396295892,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.846869460297622,0.97877118620593,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.916988351714869,0.9792090167473431,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,15.987107243132114,0.9796380051734784,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.05722613454936,0.9800583223761962,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.127345025966605,0.980470136258684,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.197463917383853,0.9808736117746732,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.267582808801098,0.9812689109677136,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.337701700218346,0.9816561930104795,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.40782059163559,0.9820356142440739,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.477939483052836,0.9824073282173018,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.548058374470084,0.982771485725886,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.61817726588733,0.9831282348515974,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.688296157304574,0.9834777210012775,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.758415048721822,0.9838200869457275,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.828533940139067,0.9841554728584431,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.898652831556312,0.9844840163541738,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,16.96877172297356,0.9848058525272886,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.038890614390805,0.9851211139899265,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.109009505808054,0.9854299309099185,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.1791283972253,0.9857324310484615,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.249247288642543,0.9860287397975325,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.31936618005979,0.9863189802170247,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.389485071477036,0.9866032730715968,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.45960396289428,0.9868817368672199,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.52972285431153,0.9871544878874136,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.599841745728774,0.9874216402291575,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.669960637146023,0.9876833058384712,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.740079528563268,0.9879395945456539,
Hurdle-AR(1)-GRW-S-P,hurdle_ar1_s_p,0,17.810198419980512,0.9881906141001723,
