rho,mean_nll,se_nll,model,max_lag
0.08983333333333332,1.1032082846571991,0.008838872767147973,SE-Hurdle-T5,5.0
0.09799999999999999,1.1027757374082723,0.008857767056227815,SE-Hurdle-T5,5.0
0.10616666666666666,1.1023446272124067,0.008877048246965278,SE-Hurdle-T5,5.0
0.11433333333333331,1.1019150966191291,0.008896718326227631,SE-Hurdle-T5,5.0
0.12249999999999998,1.1014871866415312,0.008916765185418972,SE-Hurdle-T5,5.0
0.13066666666666665,1.1010609958206519,0.008937195757037216,SE-Hurdle-T5,5.0
0.1388333333333333,1.1006365964442768,0.008958006275667967,SE-Hurdle-T5,5.0
0.147,1.1002140184761395,0.008979218052971865,SE-Hurdle-T5,5.0
0.15516666666666665,1.0997934203589372,0.00900070084462323,SE-Hurdle-T5,5.0
0.16333333333333333,1.0993749720184212,0.009022636540846852,SE-Hurdle-T5,5.0
0.17149999999999999,1.0989586271718554,0.009045004568092449,SE-Hurdle-T5,5.0
0.17966666666666664,1.0985445752199012,0.009067723043207807,SE-Hurdle-T5,5.0
0.18783333333333332,1.0981328814016038,0.009090793358746229,SE-Hurdle-T5,5.0
0.19599999999999998,1.0977236772793628,0.0091142239886927,SE-Hurdle-T5,5.0
0.20416666666666664,1.0973170746195797,0.009138023416882503,SE-Hurdle-T5,5.0
0.21233333333333332,1.096913233984594,0.009162191934737727,SE-Hurdle-T5,5.0
0.22049999999999997,1.096512263642251,0.00918670643969703,SE-Hurdle-T5,5.0
0.22866666666666663,1.0961142981963874,0.009211582900136333,SE-Hurdle-T5,5.0
0.2368333333333333,1.0957194743927605,0.009236776582879863,SE-Hurdle-T5,5.0
0.24499999999999997,1.0953279796323268,0.009262341755591994,SE-Hurdle-T5,5.0
0.25316666666666665,1.0949399577897254,0.009288239500906187,SE-Hurdle-T5,5.0
0.2613333333333333,1.0945554814520482,0.009314394915268922,SE-Hurdle-T5,5.0
0.26949999999999996,1.0941748782182326,0.009340943955344072,SE-Hurdle-T5,5.0
0.2776666666666666,1.0937982936116195,0.009367856681381903,SE-Hurdle-T5,5.0
