model,stage,equation,n,intercept,x_prev,prev_active,history,restart,sigma,laplace_scale,bootstrap
bootstrap,1-4,positive,1922,0.7806561091772514,0.4048870846540387,,0.22856823425772982,0.5695452543961658,0.6188286342426483,0.5082608275251109,22
bootstrap,5-7,activity,1773,-0.7849021933699885,1.0379167398474507,-1.0663624694137082,1.3615825658657612,,,,22
bootstrap,5-7,positive,1492,0.32232774626268024,0.39743522224342387,,0.37447093156905764,0.6397430070074543,0.5953081765128347,0.48730225604605876,22
bootstrap,8-20,activity,7092,-1.2330853984680339,0.9386691905308514,-0.41127377968156176,1.5226048818965576,,,,22
bootstrap,8-20,positive,5903,0.05333960449548092,0.46542912499419825,,0.44811531176633895,0.5508962307613375,0.587662049541404,0.4661461513105262,22
bootstrap,0,activity,591,0.5151629507903728,1.1899050701424199,-1.0924529249002162,0.0,,,,23
bootstrap,0,positive,439,0.8224461987578129,0.5291546316634349,,0.0,0.7943638689501581,0.5752511357828064,0.4925107477367667,23
bootstrap,1-4,activity,2364,-0.3189193904611818,0.8447156974388165,-0.10540533806489495,0.6475118322302964,,,,23
bootstrap,1-4,positive,1914,0.8658429473970337,0.3320408714946776,,0.26701058758965807,0.5162761258260165,0.5952493526939332,0.4826868693355641,23
bootstrap,5-7,activity,1773,-0.5984440544366056,1.3705441177426831,-1.7446066246270362,1.3391783210635755,,,,23
bootstrap,5-7,positive,1513,0.3506058051445218,0.41617679303207283,,0.36021202395353663,0.6349042734651595,0.5891951146611112,0.4792011121487874,23
bootstrap,8-20,activity,7092,-1.155191363931375,0.992656634589402,-0.6045939953272946,1.53082527278857,,,,23
bootstrap,8-20,positive,5956,0.03581732003793492,0.46716636177830356,,0.4442520180195436,0.5821577306871726,0.5990883264251438,0.4727985501013926,23
bootstrap,0,activity,591,0.18067002410193433,1.0696725241338134,-0.2564952845426223,0.0,,,,24
bootstrap,0,positive,439,0.8166728521341902,0.5497380118419747,,0.0,0.7234339686089652,0.5865785593174737,0.4990601837738029,24
bootstrap,1-4,activity,2364,-0.24124908108684084,0.8954855041244345,-0.451239005499129,0.7583578242834245,,,,24
bootstrap,1-4,positive,1933,0.8330725598811979,0.37472014769463513,,0.2357389175279033,0.5444281115204888,0.6071837254113949,0.49692135261213555,24
bootstrap,5-7,activity,1773,-0.3930030445338526,1.4501473084948653,-1.7041995044746863,1.1264898234919412,,,,24
bootstrap,5-7,positive,1535,0.3900926387731416,0.4025322924437996,,0.35723001151345396,0.5915770501523676,0.5916884855668253,0.4791368548478031,24
bootstrap,8-20,activity,7092,-1.0855720620210392,1.0227388045653774,-0.6553857526820689,1.526686448203035,,,,24
bootstrap,8-20,positive,6076,0.038219694911906466,0.4245128154665152,,0.49265772941243535,0.5261183258578925,0.5884207323178554,0.4656606553608368,24
bootstrap,0,activity,591,0.4133702093168432,1.1463706121692423,-0.8845900412298007,0.0,,,,25
bootstrap,0,positive,442,0.8611397829087933,0.49997630189311526,,0.0,0.7279018763619538,0.558483395781034,0.47919979143118785,25
bootstrap,1-4,activity,2364,-0.40860136074452114,0.8600210186678373,-0.3094447841247848,0.8319441449984076,,,,25
bootstrap,1-4,positive,1924,0.7784342197239751,0.441685958975513,,0.18836265794573215,0.6838783039589376,0.6204076150644047,0.5062004176757419,25
bootstrap,5-7,activity,1773,-0.9737468429613871,1.3163222749066497,-1.1960869945529542,1.405424521166069,,,,25
bootstrap,5-7,positive,1525,0.32937870310173967,0.38838455793829724,,0.38633846372819586,0.683773180213427,0.5875231071840035,0.48318336436098097,25
bootstrap,8-20,activity,7092,-1.3338710997548275,0.839244709919275,-0.34254411854605016,1.6680374430751312,,,,25
bootstrap,8-20,positive,5957,-0.0023456280631201087,0.4521903187467245,,0.48369719450209864,0.561720670499809,0.5908851760109117,0.4664852610917433,25
bootstrap,0,activity,591,0.1923718781471817,1.0582998831121688,-0.3318410441488753,0.0,,,,26
bootstrap,0,positive,436,0.9472250754257401,0.46046436160055165,,0.0,0.6485331077150513,0.5854791790462355,0.5012274519080826,26
bootstrap,1-4,activity,2364,-0.3826254903861923,0.6108316934477582,0.1827477476120961,0.927879833618928,,,,26
bootstrap,1-4,positive,1958,0.813302568912041,0.38567259816909966,,0.21893366265225245,0.6331406999158478,0.6232468006185816,0.5100133565513807,26
bootstrap,5-7,activity,1773,-0.8695453301785967,0.9281005081867646,-0.7213333276949364,1.3064677097821378,,,,26
bootstrap,5-7,positive,1506,0.3793520834516445,0.31757463328817254,,0.44513712873091954,0.49958511759581464,0.5988334843077492,0.48529874906389786,26
bootstrap,8-20,activity,7092,-1.2037886086993872,1.0194684976971902,-0.5406962028550951,1.5672746334348615,,,,26
bootstrap,8-20,positive,6030,-0.007109932767528915,0.4504150106686687,,0.48072304706124924,0.5513424254692492,0.5924700621311131,0.46968093420345397,26
